,JobID,Job_Designation,Involvement,Experince_level,Hr_name,Skills,CompanyName,Company_estab_year,AgeOfCompany,Industry,Location,employees_count,Job_url
260,235584,Sales and Marketing Professionals,Sales and Business ,Junior Level,Antsglobe Technologies,"Business Development, Corporate Sales, Direct Sales, Sales",Antsglobe Technologies,2012,11,Computer Software / IT / Internet,Nagpur,30,https://www.instahyre.com/job-235584-sales-and-marketing-professionals-at-antsglobe-technologies-nagpur/
261,236118,Business Development Manager,Sales and Business ,Mid Senior Level,Prachi Gupta,"Business Development, Corporate Sales, International Sales, Sales",BlackLight Studio Works,2011,12,Computer Software / IT / Internet,Noida,30,https://www.instahyre.com/job-236118-business-development-manager-at-blacklight-studio-works-noida/
262,237055,Business Development Executive,Sales and Business ,Junior Level,Jayesh M,"Business Development, Corporate Sales, International Sales, Sales, Telecalling",Daizzy Info System,2017,6,Computer Software / IT / Internet,Indore,30,https://www.instahyre.com/job-237055-business-development-executive-at-daizzy-info-system-indore/
263,233133,Business Development Executive,Sales and Business ,Junior Level,HR Ishita Parmar,"Business Development, International Sales, Sales",Karmsoft,2014,9,Computer Software / IT / Internet,Ahmedabad,30,https://www.instahyre.com/job-233133-business-development-executive-at-karmsoft-ahmedabad/
264,233449,Business Development Manager,Sales and Business ,Intermediate Level,Vickky Sahoo,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",La Net Team Software Solution,2005,18,Computer Software / IT / Internet,Surat,350,https://www.instahyre.com/job-233449-business-development-manager-at-la-net-team-software-solution-surat/
265,235234,Key Account Manager,Sales and Business ,Mid Senior Level,Sakshi Maithil,"Business Development, International Sales, Sales",NetCom Learning,1998,25,Computer Software / IT / Internet,Work From Home,125,https://www.instahyre.com/job-235234-key-account-manager-at-netcom-learning-work-from-home/
266,237457,Business Development Manager,Sales and Business ,Intermediate Level,Mamta Sharma,"Business Development, International Sales, Sales",OgreLogic Solutions,2014,9,Computer Software / IT / Internet,Noida,125,https://www.instahyre.com/job-237457-business-development-manager-at-ogrelogic-solutions-noida/
267,236106,Business Development Manager,Sales and Business ,Senior,Mary Dsouza,"Business Development, Corporate Sales, Direct Sales, Sales",OnGrid,2016,7,Computer Software / IT / Internet,Gurgaon,350,https://www.instahyre.com/job-236106-business-development-manager-at-ongrid-gurgaon/
268,234446,Product Manager,Technical Management ,Intermediate Level,Asha L,Product Management,Reliance Jio,2016,7,Computer Software / IT / Internet,Bangalore,750,https://www.instahyre.com/job-234446-product-manager-at-reliance-jio-bangalore/
269,233809,Sr. Associate / AM - Global Supply Acquisition,Sales and Business ,Mid Senior Level,Kavita Singh,"Contract Drafting, KAM, Property Acquisition, Proposal Writing",University Living,2015,8,Computer Software / IT / Internet,Noida,125,https://www.instahyre.com/job-233809-sr-associate-am-global-supply-acquisition-at-university-living-noida/
270,230779,Inside Sales Specialist,Sales and Business ,Intermediate Level,Utkarsha Nagulpelli,"Customer Interaction, Customer Relationship, Customer Service",12th Wonder,2012,11,Computer Software / IT / Internet,"Hyderabad, Pune",125,https://www.instahyre.com/job-230779-inside-sales-specialist-at-12th-wonder-hyderabad-pune/
271,231162,Sales Development Representative,Sales and Business ,Intermediate Level,Jeevan Param,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",Alterest,2016,7,Computer Software / IT / Internet,"Bangalore, Work From Home",30,https://www.instahyre.com/job-231162-sales-development-representative-at-alterest-bangalore-work-from-home/
272,232279,Sales Associate,Sales and Business ,Junior Level,Pratiksha Yaduwanshi,"Business Development, Corporate Sales, Sales",Digicides,2017,6,Computer Software / IT / Internet,"Hyderabad, Pune",30,https://www.instahyre.com/job-232279-sales-associate-at-digicides-hyderabad-pune/
273,229346,Business Development Executive,Sales and Business ,Junior Level,Placement Egc,"Business Development, Sales, Telecalling",Elysium Group of Companies,1999,24,Computer Software / IT / Internet,Madurai,350,https://www.instahyre.com/job-229346-business-development-executive-at-elysium-group-of-companies-madurai/
274,229386,Business Development Executive,Sales and Business ,Intermediate Level,Shikha Jain,"Business Development, International Sales, Lead Generation, Sales",i95Dev,2000,23,Computer Software / IT / Internet,"Hyderabad, Work From Home",350,https://www.instahyre.com/job-229386-business-development-executive-at-i95dev-hyderabad-work-from-home/
275,231200,Presales Executive,Sales and Business ,Junior Level,Anjana Av,"Business Development, Corporate Sales, Direct Sales, Sales",Instahyre,2016,7,Computer Software / IT / Internet,"Bangalore, Mumbai",125,https://www.instahyre.com/job-231200-presales-executive-at-instahyre-bangalore-mumbai/
276,232453,Senior Business Development Specialist,Sales and Business ,Mid Senior Level,Mahima Singh,"Business Development, International Sales, Sales",JellyFish Technologies,2011,12,Computer Software / IT / Internet,Noida,125,https://www.instahyre.com/job-232453-senior-business-development-specialist-at-jellyfish-technologies-noida/
277,231271,Sales Executive (B2B),Sales and Business ,Junior Level,Swamy B,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",UIConnect,2015,8,Computer Software / IT / Internet,Bangalore,5,https://www.instahyre.com/job-231271-sales-executive-b2b-at-uiconnect-bangalore/
278,232441,Business Development Representative,Sales and Business ,Intermediate Level,Akshit Puri,"Business Development, Corporate Sales, International Sales, Sales",WittyPen,2015,8,Computer Software / IT / Internet,Work From Home,5,https://www.instahyre.com/job-232441-business-development-representative-at-wittypen-work-from-home/
279,229745,Content Marketer (Tech),Marketing ,Junior Level,Vijayalakshmi R,"Content Marketing, Content Writing",Zenduty,2019,4,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-229745-content-marketer-tech-at-zenduty-bangalore/
280,226072,Enterprise SAAS Sales,Sales and Business ,Junior Level,Mouhiit Mohan,"Business Development, Corporate Sales, International Sales, Sales",Blaash,2021,2,Computer Software / IT / Internet,Bangalore,5,https://www.instahyre.com/job-226072-enterprise-saas-sales-at-blaash-bangalore/
281,226959,DevOps Engineer 3,IT Operations and Support ,Mid Senior Level,Prashant Shetty,"AWS, Kubernetes, Linux, Terraform",Cashfree,2015,8,Computer Software / IT / Internet,Bangalore,350,https://www.instahyre.com/job-226959-devops-engineer-3-at-cashfree-bangalore/
282,229342,IT Sales Manager,Sales and Business ,Junior Level,Placement Egc,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",Elysium Group of Companies,1999,24,Computer Software / IT / Internet,Madurai,350,https://www.instahyre.com/job-229342-it-sales-manager-at-elysium-group-of-companies-madurai/
283,227715,Area Sales Manager,Sales and Business ,Mid Senior Level,Yesha Verma,"Business Development, Direct Sales, Sales",Fleetx,2017,6,Computer Software / IT / Internet,"Ahmedabad, Gandhidham, Mumbai",350,https://www.instahyre.com/job-227715-area-sales-manager-at-fleetx-ahmedabad-gandhidham-mumbai/
284,225219,Inside Sales Executive,Sales and Business ,Junior Level,Preety,"Business Development, Sales",NimbusPost,2014,9,Computer Software / IT / Internet,Gurgaon,125,https://www.instahyre.com/job-225219-inside-sales-executive-at-nimbuspost-gurgaon/
285,226831,Business Development Executive,Sales and Business ,Intermediate Level,Mamta Sharma,"Business Development, Direct Sales, International Sales, Sales",OgreLogic Solutions,2014,9,Computer Software / IT / Internet,Noida,125,https://www.instahyre.com/job-226831-business-development-executive-at-ogrelogic-solutions-noida/
286,227643,IT Sales Consultant,Sales and Business ,Junior Level,Priyadarsani Panda,"Business Development, Corporate Sales, Sales",Pharoscion,2018,5,Computer Software / IT / Internet,Pune,30,https://www.instahyre.com/job-227643-it-sales-consultant-at-pharoscion-pune/
287,228865,Digital Marketing Manager,Marketing ,Mid Senior Level,Asha Mathpal,"Digital Marketing, Google Analytics, Performance Marketing, Google Ads",Suvidhaa,2007,16,Computer Software / IT / Internet,Mumbai,350,https://www.instahyre.com/job-228865-digital-marketing-manager-at-suvidhaa-mumbai/
288,227483,Staff Engineer,Software Engineering ,Senior,Kaberi Baruah,"React.js, Architecture, HTML, JavaScript, Redux",Tekion,2016,7,Computer Software / IT / Internet,Noida,125,https://www.instahyre.com/job-227483-staff-engineer-at-tekion-noida/
289,225933,Inside Sales Executive,Sales and Business ,Junior Level,Neha Dharni,"Business Development, Sales, Telecalling",Training4Impact,2022,1,Computer Software / IT / Internet,"Lucknow, Work From Home",5,https://www.instahyre.com/job-225933-inside-sales-executive-at-training4impact-lucknow-work-from-home/
290,224615,Business Development,Sales and Business ,Intermediate Level,Rehan Zafar,"Business Development, Corporate Sales, Sales, Telecalling",Benchmark Email,2004,19,Computer Software / IT / Internet,Gurgaon,125,https://www.instahyre.com/job-224615-business-development-at-benchmark-email-gurgaon/
291,214020,Sales & Business Development,Sales and Business ,Mid Senior Level,Feroj Sayyad,"Business Development, Sales, Sales Enablement",FieldAssist,2014,9,Computer Software / IT / Internet,Mumbai,125,https://www.instahyre.com/job-214020-sales-business-development-at-fieldassist-mumbai/
292,218579,Customer Success Representative,Sales and Business ,Junior Level,Shilpa Lalgeri,"Customer Relationship, Key Account Management",Fitbots,2018,5,Computer Software / IT / Internet,"Bangalore, Mumbai",125,https://www.instahyre.com/job-218579-customer-success-representative-at-fitbots-bangalore-mumbai/
293,204813,SDE III - Technical Lead,Software Engineering ,Mid Senior Level,Ashna Thakur,Java,Hevo Data,2017,6,Computer Software / IT / Internet,Bangalore,350,https://www.instahyre.com/job-204813-sde-iii-technical-lead-at-hevo-data-bangalore/
294,222412,Customer Success - Implementation Specialist,Sales and Business ,Junior Level,Vandana Chauhan,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Leegality,2016,7,Computer Software / IT / Internet,"Bangalore, Gurgaon, Mumbai",125,https://www.instahyre.com/job-222412-customer-success-implementation-specialist-at-leegality-bangalore-gurgaon-mumbai/
295,206538,Software Sales,Sales and Business ,Junior Level,Purvi Aggarwal,"Business Development, International Sales, Sales",MCSAM,2011,12,Computer Software / IT / Internet,Gurgaon,30,https://www.instahyre.com/job-206538-software-sales-at-mcsam-gurgaon/
296,206513,Senior Software Engineer,Software Engineering ,Intermediate Level,Mir Mohammed Raza,".NET, C#, Django, Golang, Hibernate, J2EE, Java, Python",NIUM,2014,9,Computer Software / IT / Internet,Bangalore,1000,https://www.instahyre.com/job-206513-senior-software-engineer-at-nium-bangalore/
297,205510,Bussiness Development Executive,Sales and Business ,Junior Level,Vikram Mishra,"Business Development, Sales",Qualimatrix Technologies,2021,2,Computer Software / IT / Internet,Indore,30,https://www.instahyre.com/job-205510-bussiness-development-executive-at-qualimatrix-technologies-indore/
298,219087,Content Strategist,Marketing ,Intermediate Level,Recruit Reckonsys,"Content Marketing, Content Writing",Reckonsys Tech Labs,2015,8,Computer Software / IT / Internet,Bangalore,125,https://www.instahyre.com/job-219087-content-strategist-at-reckonsys-tech-labs-bangalore/
299,215542,IT Product / Sales Manager,Sales and Business ,Junior Level,Meetu Yadav,"Business Development, Corporate Sales, Direct Sales, Sales",TurningCloud Solutions,2015,8,Computer Software / IT / Internet,Gurgaon,30,https://www.instahyre.com/job-215542-it-product-sales-manager-at-turningcloud-solutions-gurgaon/
300,194538,Customer Success Specialist,Sales and Business ,Intermediate Level,Sandhya Rani,"Customer Interaction, Customer Relationship, Key Account Management",CommerceIQ,2012,11,Computer Software / IT / Internet,Bangalore,350,https://www.instahyre.com/job-194538-customer-success-specialist-at-commerceiq-bangalore/
301,194206,Customer Experience Associate,Sales and Business ,Intermediate Level,Devvender Singh,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Farida Gupta,2011,12,Computer Software / IT / Internet,Delhi,125,https://www.instahyre.com/job-194206-customer-experience-associate-at-farida-gupta-delhi/
302,198835,Zonal Head - Sales,Sales and Business ,Senior,Vikas Kumar,"Business Development, Direct Sales, Sales",Fleetx,2017,6,Computer Software / IT / Internet,"Jaipur, Kolkata, Surat",350,https://www.instahyre.com/job-198835-zonal-head-sales-at-fleetx-jaipur-kolkata-surat/
303,174155,Account Executive,Sales and Business ,Intermediate Level,Shailendra Singh,"Business Development, Corporate Sales, International Sales, Sales",HyperTest,2019,4,Computer Software / IT / Internet,Gurgaon,30,https://www.instahyre.com/job-174155-account-executive-at-hypertest-gurgaon/
